Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin IVA
P25CON021231309,ACTIVA,NORMAL,ES0031101632371039CP,31/03/2025,30/04/2025,07/05/2025,,,,,403.79,"Avda. de Andalucia, 11-B",Jaén,Jaén,JAÉN,2301 - Jaén,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13006762,,,0.00,,,0.00,,,0.00,,,607.00,,,307.00,,,347.00,"1,261.00",,,0.00,,,0.00,,,0.00,,,41.00,,,17.00,,,0.00,58.00,,0.00,,0.00,,0.00,,11.00,,8.00,,4.00,11.00,28.00,49.93,49.93,49.93,49.93,49.93,238.99,135.03,0.00,19.12,10.65,84.80,0.00,0.00,,,488.59,,,,,,,0.00,18716034,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON020768672,ACTIVA,NORMAL,ES0031408341913001BE,31/03/2025,30/04/2025,05/05/2025,,,,,"2,233.91","Casp, 76",Barcelona,Barcelona,BARCELONA-CASP,0803 - Barcelona-Casp,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,73000421,,,0.00,,,0.00,,,0.00,,,"2,992.00",,,"2,190.00",,,"1,974.00","7,156.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,36.00,,32.00,,24.00,36.00,218.00,218.00,218.00,218.00,218.00,218.00,"1,352.86",744.30,0.00,107.22,29.53,469.12,0.00,0.00,,,"2,703.03",,,,,,,0.00,18716009,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231312,ACTIVA,NORMAL,ES0021000009924299JA,31/03/2025,30/04/2025,07/05/2025,,,,,283.32,"San Juan Bautista, 1",Portugalete,Bizkaia,PORTUGALETE,4802 - Portugalete,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,44441640,,,0.00,,,0.00,,,0.00,,,510.00,,,265.00,,,260.00,"1,035.00",,,0.00,,,0.00,,,0.00,,,51.00,,,3.00,,,0.00,54.00,,0.00,,0.00,,0.00,,15.70,,15.84,,3.50,15.84,13.00,17.00,18.00,41.50,41.50,41.50,197.13,66.76,0.00,13.49,5.94,59.50,0.00,0.00,,,342.82,,,,,,,0.00,18716037,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021288640,ACTIVA,NORMAL,ES0031406191677004GP,31/03/2025,30/04/2025,08/05/2025,,,,,"1,178.46","Humbert Torres, 10",Lleida,Lleida,LLEIDA,2501 - Lleida,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,95122852,,,0.00,,,0.00,,,0.00,,,"1,658.00",,,"1,101.50",,,"2,419.90","5,179.40",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,28.00,,24.00,,24.00,28.00,39.00,48.00,48.00,48.00,48.00,80.00,940.15,152.90,0.00,55.88,29.53,247.48,0.00,0.00,,,"1,425.94",,,,,,,0.00,18721389,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231330,ACTIVA,NORMAL,ES0021000007536341XC,31/03/2025,30/04/2025,07/05/2025,,,,,726.33,"Plaza Filipinas, 2",Toledo,Toledo,TOLEDO,4501 - Toledo,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49509369,,,0.00,,,0.00,,,0.00,,,"1,121.00",,,873.00,,,681.00,"2,675.00",,,0.00,,,0.00,,,0.00,,,37.00,,,45.00,,,10.00,92.00,,0.00,,0.00,,0.00,,17.05,,30.34,,7.54,30.34,32.00,70.00,70.00,70.00,70.00,70.00,507.78,177.57,0.00,35.04,5.94,152.53,0.00,0.00,,,878.86,,,,,,,0.00,18721369,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON024146220,ACTIVA,NORMAL,ES0031408544624004WL,31/03/2025,30/04/2025,20/05/2025,,,,,"1,285.65",CREU 27-LOCAL 2 I.IGLESIAS 2,Badalona,Barcelona,BADALONA,0805 - Badalona,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502307997,,,0.00,,,0.00,,,0.00,,,"2,191.00",,,"1,553.00",,,"1,488.00","5,232.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,24.00,,28.00,,20.00,28.00,69.00,69.00,69.00,69.00,69.00,69.00,987.55,235.57,0.00,62.53,0.00,269.99,0.00,0.00,,,"1,555.64",,,,,,,0.00,18764606,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON020768671,ACTIVA,NORMAL,ES0021000003468166AQ,31/03/2025,30/04/2025,05/05/2025,,,,,803.54,"Amilaga Kalea, 29",Bergara,Gipuzkoa,BERGARA,2003 - Bergara,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47931633,,,0.00,,,0.00,,,0.00,,,"1,432.00",,,740.00,,,"1,178.00","3,350.00",,,0.00,,,0.00,,,0.00,,,763.00,,,377.00,,,462.00,"1,602.00",,0.00,,0.00,,0.00,,30.29,,40.36,,37.80,40.36,33.00,33.00,33.00,33.00,33.00,33.00,624.46,112.67,17.59,38.70,7.89,168.74,0.00,0.00,,,972.28,,,,,,,2.23,18716008,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON023324247,ACTIVA,NORMAL,ES0031405113447001MT,01/04/2025,30/04/2025,15/05/2025,,,,,"47,222.25","Avenida de Alcalde Barnils, 54-60",Sant Cugat del Vallès,Barcelona,Hospital Sant Cugat,"885 - Hospital Sant Cugat - Avenida de Alcalde Barnils, 54-60",ASEPEYO,G08215824,6.1TD,ENDESA,,REAL,,,,0.00,,,0.00,,,0.00,,,"86,199.00",,,"63,238.00",,,"115,369.00","264,806.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,"55,080.00","55,080.00",,0.00,,0.00,,0.00,,568.00,,556.00,,512.00,568.00,646.00,648.00,671.00,671.00,671.00,"1,075.00","41,699.20","3,166.29",0.00,"2,293.84",62.92,"9,916.67",0.00,0.00,,,"57,138.92",,,,,,,0.00,18735079,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON020768678,ACTIVA,NORMAL,ES0021000009728591ZW,31/03/2025,30/04/2025,05/05/2025,,,,,616.64,"Murueta, Torre 2 A",Durango,Bizkaia,DURANGO,4804 - Durango,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35043125,,,0.00,,,0.00,,,0.00,,,"1,253.00",,,816.00,,,410.00,"2,479.00",,,0.00,,,0.00,,,0.00,,,21.00,,,40.00,,,7.00,68.00,,0.00,,0.00,,0.00,,30.33,,34.67,,23.63,34.67,27.00,28.00,28.00,28.00,28.00,50.00,479.97,96.43,0.00,29.61,7.89,129.49,0.00,0.00,,,746.13,,,,,,,2.74,18716017,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231344,ACTIVA,NORMAL,ES0031408248171001XL,31/03/2025,30/04/2025,07/05/2025,,,,,208.73,Col.legi nº 6,Terrassa,Barcelona,TERRASSA,0834 - Terrassa,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300118481,,,0.00,,,0.00,,,0.00,,,314.00,,,213.00,,,327.00,854.00,,,0.00,,,0.00,,,0.00,,,15.00,,,17.00,,,42.00,74.00,,0.00,,0.00,,0.00,,5.00,,5.00,,4.00,5.00,6.00,11.00,11.00,11.00,11.00,20.78,157.89,30.56,0.00,9.63,10.65,43.83,0.00,0.00,,,252.56,,,,,,,0.00,18716052,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON028601010,ACTIVA,NORMAL,ES0031102992260002XX,31/03/2025,30/04/2025,13/06/2025,,,,,495.42,Av. Santa Amalia - Edif. Myramar-,Fuengirola,Málaga,FUENGIROLA,2903 - Fuengirola,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,502512977,0,0,0.00,0,0,0.00,0,0,0.00,0,182,"1,004.00",0,91,552.00,0,151,638.00,"2,194.00",0,0,0.00,0,0,0.00,0,0,0.00,0,3,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,24,24.00,32,32.00,12,12.00,32.00,38.00,51.00,51.00,51.00,51.00,51.00,415.23,153.12,0.00,29.08,-102.39,104.04,0.00,0.38,,,599.46,,,,,,,0.00,18990853,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022646344,ACTIVA,NORMAL,ES0031406231302005SB,31/03/2025,30/04/2025,11/05/2025,,,,,"1,358.79","Av. Carrilet, 223","Hospitalet de Llobregat, L'",Barcelona,HOSPITALET DE LLOBREGAT,0806 - Hospitalet De Llobregat,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,85127982,,,0.00,,,0.00,,,0.00,,,"2,266.27",,,"1,562.33",,,"1,999.67","5,828.27",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,20.00,,24.00,,16.00,24.00,50.00,51.00,51.00,51.00,51.00,100.00,"1,086.63",177.97,0.00,64.66,29.53,285.35,0.00,0.00,,,"1,644.14",,,,,,,0.00,18723927,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231338,ACTIVA,NORMAL,ES0031101936227001HA,31/03/2025,30/04/2025,07/05/2025,,,,,706.35,"Urban. Torre Almirante, Bl. 1",Algeciras,Cádiz,ALGECIRAS,1102 - Algeciras,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,13007585,,,0.00,,,0.00,,,0.00,,,"1,174.00",,,"1,011.00",,,485.00,"2,670.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,48.00,,52.23,,19.14,52.23,41.42,41.42,41.42,41.42,41.42,41.42,514.18,141.42,0.00,33.84,10.65,148.33,0.00,0.00,,,854.68,,,,,,,6.26,18716049,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231308,ACTIVA,NORMAL,ES0031408110586018XR,31/03/2025,30/04/2025,07/05/2025,,,,,793.78,"VIA AUGUSTA 18 ESC.1, ENT",Barcelona,Barcelona,"VIA AUGUSTA 18 ESC.1, ENT",0801 - Via Augusta 18,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300006985,,,0.00,,,0.00,,,0.00,,,"1,411.00",,,909.00,,,"1,099.00","3,419.00",,,0.00,,,0.00,,,0.00,,,0.00,,,1.00,,,0.00,1.00,,0.00,,0.00,,0.00,,13.00,,13.00,,9.00,13.00,30.00,30.00,30.00,30.00,30.00,30.00,642.24,102.42,0.00,38.09,10.65,166.69,0.00,0.38,,,960.47,,,,,,,0.00,18721360,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231342,ACTIVA,NORMAL,ES0021000009664826RQ,31/03/2025,30/04/2025,07/05/2025,,,,,"1,052.86","Avda. Sabino Arana, 33-35",Bilbao,Bizkaia,BILBAO,4801 - Bilbao,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49885964,,,0.00,,,0.00,,,0.00,,,"2,042.00",,,"1,441.00",,,"1,056.00","4,539.00",,,0.00,,,0.00,,,0.00,,,36.00,,,56.00,,,68.00,160.00,,0.00,,0.00,,0.00,,27.01,,24.38,,19.96,27.01,25.00,44.00,44.00,44.00,44.00,120.00,866.15,127.99,0.00,50.83,7.89,221.10,0.00,0.00,,,"1,273.96",,,,,,,0.00,18721375,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231317,ACTIVA,NORMAL,ES0026000010191452HF,31/03/2025,30/04/2025,07/05/2025,,,,,"1,252.82","Barchell, 23",Elche/Elx,Alicante/Alacant,ELCHE,0302 - Elche,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85122587,,,0.00,,,0.00,,,0.00,,,"2,420.00",,,"1,645.00",,,835.00,"4,900.00",,,0.00,,,0.00,,,0.00,,,470.00,,,362.00,,,153.00,985.00,,0.00,,0.00,,0.00,,32.00,,35.00,,32.00,35.00,57.00,69.00,69.00,69.00,69.00,90.00,949.72,218.52,0.00,59.75,24.45,263.09,0.00,0.38,,,"1,515.91",,,,,,,0.00,18716040,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231361,ACTIVA,NORMAL,ES0031406277612001GJ,31/03/2025,30/04/2025,07/05/2025,,,,,713.82,"Jaume Casanovas, 190-192","Prat de Llobregat, El",Barcelona,PRAT DE LLOBREGAT,0815 - Prat De Llobregat,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,13008198,,,0.00,,,0.00,,,0.00,,,"1,358.00",,,752.00,,,557.00,"2,667.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,30.00,,21.00,,15.00,30.00,45.00,45.00,45.00,50.00,50.00,50.00,512.30,156.67,0.00,34.20,10.65,149.90,0.00,0.00,,,863.72,,,,,,,0.00,18716061,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON020768675,ACTIVA,NORMAL,ES0021000008025253SK,31/03/2025,30/04/2025,05/05/2025,,,,,398.55,"Plaça Parc de l'Estació, 20",Gandia,Valencia/València,GANDÍA,4604 - Gandía,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49506102,,,0.00,,,0.00,,,0.00,,,725.00,,,382.00,,,320.00,"1,427.00",,,0.00,,,0.00,,,0.00,,,26.00,,,4.00,,,0.00,30.00,,0.00,,0.00,,0.00,,15.92,,8.52,,2.30,15.92,25.00,25.00,25.00,49.50,49.50,49.50,273.32,100.19,0.00,19.10,5.94,83.70,0.00,0.00,,,482.25,,,,,,,0.00,18721354,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON023443116,ACTIVA,NORMAL,ES0031102811317001GX,01/04/2025,30/04/2025,16/05/2025,,,,,"18,231.48","Américo Vespucio, 8 -Isla de la Cartuja-",Sevilla,Sevilla,Hospital Sevilla-Cartuja,"4104 - Hospital Sevilla-Cartuja - Américo Vespucio, 8 -Isla de la Cartuja-",ASEPEYO,G08215824,6.1TD,ENDESA,,REAL,,,,0.00,,,0.00,,,0.00,,,"34,049.00",,,"25,718.00",,,"35,282.00","95,049.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,311.00,,313.00,,244.00,313.00,450.00,450.00,450.00,450.00,450.00,550.00,"15,115.47","2,169.37",0.00,883.72,62.92,"3,828.61",0.00,0.00,,,"22,060.09",,,,,,,0.00,18735081,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231351,ACTIVA,NORMAL,ES0021000008025302HR,31/03/2025,30/04/2025,07/05/2025,,,,,164.42,"Calderón de la Barca, 39",Gandia,Valencia/València,GANDÍA-2,4609 - Gandía-2,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,176323251,,,0.00,,,0.00,,,0.00,,,245.00,,,119.00,,,234.00,598.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,5.53,,4.46,,4.21,5.53,11.00,12.00,12.00,12.00,12.00,19.80,110.55,40.22,0.00,7.71,5.94,34.53,0.00,0.00,,,198.95,,,,,,,0.00,18721380,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON020768682,ACTIVA,NORMAL,ES0021000000025992GE,31/03/2025,30/04/2025,05/05/2025,,,,,513.65,"Plaza Alberto Acero, 6",Laudio/Llodio,Araba/Álava,LLODIO,0101 - Llodio,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35043043,,,0.00,,,0.00,,,0.00,,,879.00,,,411.00,,,898.00,"2,188.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,17.92,,13.18,,10.29,17.92,21.00,23.00,23.00,23.00,23.00,50.00,402.86,78.30,0.00,24.60,7.89,107.87,0.00,0.00,,,621.52,,,,,,,0.00,18721356,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021288630,ACTIVA,NORMAL,ES0021000009322654MS,31/03/2025,30/04/2025,08/05/2025,,,,,"2,397.82","Av. de Salamanca, 1 -Edificio Duque de Lerma-",Valladolid,Valladolid,VALLADOLID,4701 - Valladolid,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884210,,,0.00,,,0.00,,,0.00,,,"4,215.00",,,"3,311.00",,,"3,322.00","10,848.00",,,0.00,,,0.00,,,0.00,,,689.00,,,539.00,,,388.00,"1,616.00",,0.00,,0.00,,0.00,,106.42,,116.15,,102.90,116.15,52.00,52.00,52.00,150.00,150.00,150.00,"2,036.81",236.87,0.00,116.25,7.89,503.54,0.00,0.00,,,"2,901.36",,,,,,,0.00,18723901,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231341,ACTIVA,NORMAL,ES0031408110586012DH,31/03/2025,30/04/2025,07/05/2025,,,,,789.32,"Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  6","7003 - Via Augusta, 18  6",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300000923,,,0.00,,,0.00,,,0.00,,,"1,358.00",,,"1,018.00",,,965.00,"3,341.00",,,0.00,,,0.00,,,0.00,,,121.00,,,105.00,,,196.00,422.00,,0.00,,0.00,,0.00,,21.00,,17.00,,17.00,21.00,23.00,40.00,40.00,40.00,40.00,40.00,631.34,109.08,0.00,37.87,10.65,165.76,0.00,0.38,,,955.08,,,,,,,0.00,18716051,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021288629,ACTIVA,NORMAL,ES0021000043404144BJ,31/03/2025,30/04/2025,08/05/2025,,,,,"1,465.52","VIA AUGUSTA, 36",Barcelona,Barcelona,MÓSTOLES,2807 - Móstoles,,,3.0TD,ENDESA,,REAL,49503756,,,0.00,,,0.00,,,0.00,,,"3,043.00",,,"2,461.00",,,543.00,"6,047.00",,,0.00,,,0.00,,,0.00,,,15.00,,,11.00,,,0.00,26.00,,0.00,,0.00,,0.00,,73.14,,68.56,,6.20,73.14,54.55,54.55,54.55,54.55,54.55,54.55,"1,187.08",186.24,0.00,70.90,7.89,307.76,0.00,0.00,,,"1,773.28",,,,,,,13.41,18723900,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231333,ACTIVA,NORMAL,ES0031102010991014ZD,31/03/2025,30/04/2025,07/05/2025,,,,,269.08,"Lealas, 43",Jerez de la Frontera,Cádiz,JEREZ,1103 - Jerez,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13022666,,,0.00,,,0.00,,,0.00,,,232.00,,,154.00,,,272.00,658.00,,,0.00,,,0.00,,,0.00,,,147.00,,,113.00,,,291.00,551.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,35.00,35.00,35.00,35.00,35.00,35.00,120.86,119.49,5.51,12.57,10.65,56.51,0.00,0.00,,,325.59,,,,,,,0.00,18721371,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231302,ACTIVA,NORMAL,ES0031408110586007DJ,31/03/2025,30/04/2025,07/05/2025,,,,,413.65,"Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  3","8003 - Via Augusta, 18  3",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300008027,,,0.00,,,0.00,,,0.00,,,709.00,,,488.00,,,464.00,"1,661.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,8.00,,10.00,,7.00,10.00,17.00,20.00,20.00,20.00,20.00,40.00,313.91,65.67,0.00,19.41,14.66,86.87,0.00,0.00,,,500.52,,,,,,,0.00,18721359,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231357,ACTIVA,NORMAL,ES0021000008769780WS,31/03/2025,30/04/2025,07/05/2025,,,,,"1,574.69","Avda. Baleares, 16",València,Valencia/València,VALENCIA-BALEARES,4601 - Valencia-Baleares,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49889984,,,0.00,,,0.00,,,0.00,,,"2,830.00",,,"1,687.00",,,"1,748.00","6,265.00",,,0.00,,,0.00,,,0.00,,,138.00,,,136.00,,,276.00,550.00,,0.00,,0.00,,0.00,,75.08,,83.50,,66.04,83.50,90.00,90.00,90.00,90.00,90.00,90.00,"1,185.19",307.26,0.00,76.30,5.94,330.68,0.00,0.00,,,"1,905.37",,,,,,,0.00,18716060,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022449489,ACTIVA,NORMAL,ES0031406280073002PZ,31/03/2025,30/04/2025,10/05/2025,,,,,588.93,"Av. Marià Fortuny, 2-4",Reus,Tarragona,REUS,4303 - Reus,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,51230852,,,0.00,,,0.00,,,0.00,,,"1,208.00",,,785.67,,,337.33,"2,331.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,16.00,,16.00,,12.00,16.00,18.00,23.00,23.00,23.00,23.00,65.00,453.26,75.13,0.00,27.01,33.53,123.68,0.00,0.00,,,712.61,,,,,,,0.00,18723913,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231321,ACTIVA,NORMAL,ES0021000008296079ZE,31/03/2025,30/04/2025,07/05/2025,,,,,469.93,"Avda. Vicente Mortes, 100",Paterna,Valencia/València,PATERNA,4602 - Paterna,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49894434,,,0.00,,,0.00,,,0.00,,,664.00,,,557.00,,,692.00,"1,913.00",,,0.00,,,0.00,,,0.00,,,364.00,,,291.00,,,657.00,"1,312.00",,0.00,,0.00,,0.00,,9.62,,12.85,,18.89,18.89,20.00,22.00,22.00,22.00,22.00,60.00,354.82,76.13,10.47,22.57,5.94,98.69,0.00,0.00,,,568.62,,,,,,,0.00,18721365,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON025777489,ACTIVA,NORMAL,ES0022000008815668WP,31/03/2025,30/04/2025,30/05/2025,,,,,220.48,"VIA AUGUSTA, 36",Barcelona,Barcelona,VIA AUGUSTA,VIA AUGUSTA,,,3.0TD,ENDESA,,REAL,,0,0,0.00,0,0,0.00,0,0,0.00,64,151,87.00,41,108,67.00,68,244,176.00,330.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,14,14.33,2,2.61,1,1.26,14.33,43.65,43.65,43.65,43.65,43.65,43.65,58.99,149.03,0.00,10.64,1.82,46.30,0.00,0.00,,,266.78,,,,,,,0.00,P25CON025777489,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON022646333,ACTIVA,NORMAL,ES0031405151382002EC,31/03/2025,30/04/2025,11/05/2025,,,,,700.38,"Montpalau, 4-6",Pineda de Mar,Barcelona,PINEDA DE MAR,0812 - Pineda De Mar,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,85125035,,,0.00,,,0.00,,,0.00,,,"1,213.00",,,851.00,,,516.00,"2,580.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,42.50,,42.50,,42.50,42.50,45.00,45.00,45.00,50.00,50.00,50.00,495.70,156.67,0.00,33.35,14.66,147.08,0.00,0.00,,,847.46,,,,,,,0.00,18723916,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON021231358,ACTIVA,NORMAL,ES0031408110586004DX,31/03/2025,30/04/2025,07/05/2025,,,,,452.46,"Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  2","8023 - Via Augusta, 18  2",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300038788,,,0.00,,,0.00,,,0.00,,,834.00,,,619.00,,,385.00,"1,838.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,10.00,,10.00,,9.00,10.00,18.00,21.00,21.00,21.00,21.00,31.50,352.31,68.01,0.00,21.49,10.65,95.02,0.00,0.00,,,547.48,,,,,,,0.00,18721382,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
