Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin impuestos (€)
P25CON015548471,ACTIVA,NORMAL,ES0031405522809023XH,28/02/2025,31/03/2025,05/04/2025,,,,,81.55,"SANT JOAN BOSCO 38, SOS",Sant Boi de Llobregat,Barcelona,SANT BOI DE LLOBREGAT  SOS,0820 - Sant Boi De Llobregat  Sos ,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,300109420,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,70.54,0.00,0.00,11.01,17.13,0.00,0.00,,,98.68,,,,,,,0.00,18535549,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762157,ACTIVA,NORMAL,ES0022000005146640FD,28/02/2025,31/03/2025,07/04/2025,,,,,510.10,"Avda. 1º de Mayo, 42",Puertollano,Ciudad Real,PUERTOLLANO,1302 - Puertollano ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,45738564,,,0.00,,,921.00,,,501.00,,,0.00,,,0.00,,,652.00,"2,074.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,11.84,,11.10,,0.00,,0.00,,10.81,11.84,20.00,24.00,24.00,24.00,24.00,39.80,403.68,79.81,0.00,24.72,1.89,107.12,0.00,0.00,,,617.22,,,,,,,0.00,18535610,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
N25CON001851420,ACTIVA,NORMAL,ES0031607030989001EM,28/02/2025,31/03/2025,25/04/2025,,,,,"2,569.23","Avda. Juan XXIII, 8","Palmas de Gran Canaria, Las","Palmas, Las",LAS PALMAS,3501 - Las Palmas ,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,,0,0,0.00,0,1081,"2,752.08",0,0,0.00,0,840,"1,969.84",0,0,0.00,0,6776,"7,766.88","12,488.80",0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,24,24.00,0,0.00,32,32.00,0,0.00,44,44.88,44.88,52.00,52.00,52.00,52.00,52.00,136.00,"2,222.10",193.14,0.00,123.48,30.51,78.30,0.00,0.00,,,"2,647.53",,,,,,,0.00,N25CON001851420,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548525,ACTIVA,NORMAL,ES0021000005501465LT,28/02/2025,31/03/2025,05/04/2025,,,,,"1,612.57","DE SALVADOR DALI,11BIS  BAJO",Madrid,Madrid,PINTO,2808 - Pinto,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49895537,,,0.00,,,"2,876.00",,,"2,078.00",,,0.00,,,0.00,,,"1,685.00","6,639.00",,,0.00,,,61.00,,,35.00,,,0.00,,,0.00,,,8.00,104.00,,0.00,,37.24,,39.46,,0.00,,0.00,,12.92,39.46,50.00,70.00,70.00,70.00,70.00,70.00,"1,312.82",213.56,0.00,78.04,8.15,338.64,0.00,0.00,,,"1,951.21",,,,,,,0.00,18535595,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015386566,ACTIVA,NORMAL,ES0021000012180263AN,28/02/2025,31/03/2025,04/04/2025,,,,,801.02,Calle Trinidad Redal Dufaur 53,Alzira,Valencia/València,ALZIRA,4605 - Alzira,,,3.0TD,ENDESA,,REAL,47511717,,,0.00,,,"1,529.00",,,991.00,,,0.00,,,0.00,,,865.00,"3,385.00",,,0.00,,,182.00,,,156.00,,,0.00,,,0.00,,,25.00,363.00,,0.00,,18.45,,19.58,,0.00,,0.00,,12.42,19.58,15.82,17.00,17.00,17.00,17.00,31.17,668.98,59.63,0.00,38.66,6.14,168.21,0.00,0.00,,,969.23,,,,,,,27.61,18560898,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON018037628,ACTIVA,NORMAL,ES0031300001885035PX,28/02/2025,31/03/2025,15/04/2025,,,,,"1,183.60","Plaza San Antonio, 10",Huesca,Huesca,HUESCA,2201 - Huesca,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,84518379,,,0.00,,,"1,878.00",,,"1,313.00",,,0.00,,,0.00,,,"1,134.00","4,325.00",,,0.00,,,"1,086.00",,,736.00,,,0.00,,,0.00,,,328.00,"2,150.00",,0.00,,28.00,,32.00,,0.00,,0.00,,24.00,32.00,60.00,60.00,60.00,60.00,60.00,60.00,853.38,211.67,31.95,56.09,30.51,248.56,0.00,0.00,,,"1,432.16",,,,,,,0.00,18607300,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON018037630,ACTIVA,NORMAL,ES0031405787596002EA,28/02/2025,31/03/2025,15/04/2025,,,,,"1,239.62","Av. de Pau Claris, 18",Martorell,Barcelona,MARTORELL,0819 - Martorell ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95274975,,,0.00,,,"1,985.00",,,"1,303.00",,,0.00,,,0.00,,,"2,025.00","5,313.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,30.00,,28.00,,0.00,,0.00,,25.00,30.00,24.00,50.00,50.00,50.00,50.00,50.00,"1,016.48",132.98,0.00,58.77,31.39,260.32,0.00,0.00,,,"1,499.94",,,,,,,0.00,18607304,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON019679351,ACTIVA,NORMAL,ES0021000005260236HH,28/02/2025,31/03/2025,26/04/2025,,,,,"2,930.13","Eloy Gonzalo, 23",Madrid,Madrid,MADRID (ELOY GONZALO),2823 -  Madrid (Eloy Gonzalo) ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,,117816,117816,0.00,187172,192414,"5,241.77",131149,134921,"3,772.08",123758,123758,0.00,51600,51600,0.00,174353,177817,"3,458.02","12,471.87",1062,1062,0.00,1689,1733,44.00,1742,1780,38.00,1520,1520,0.00,773,773,0.00,1826,1832,6.00,88.00,0,0.00,63,63.57,56,56.97,0,0.00,0,0.00,21,21.13,63.57,87.00,96.00,96.00,96.00,96.00,150.00,"2,451.49",329.88,0.00,142.22,6.14,615.33,0.00,0.40,,,"3,545.46",,,,,,,0.00,P25CON019679351,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015386570,ACTIVA,NORMAL,ES0021000000025992GE,28/02/2025,31/03/2025,04/04/2025,,,,,801.48,"Plaza Alberto Acero, 6",Laudio/Llodio,Araba/Álava,LLODIO,0101 - Llodio ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35043043,,,0.00,,,"1,429.00",,,681.00,,,0.00,,,0.00,,,"1,317.00","3,427.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,1.00,1.00,,0.00,,23.96,,24.80,,0.00,,0.00,,13.79,24.80,21.00,23.00,23.00,23.00,23.00,50.00,654.91,80.92,0.00,38.59,8.15,168.31,0.00,0.00,,,969.79,,,,,,,18.91,18539896,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548518,ACTIVA,NORMAL,ES0031406191677004GP,28/02/2025,31/03/2025,05/04/2025,,,,,"1,866.10","Humbert Torres, 10",Lleida,Lleida,LLEIDA,2501 - Lleida ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95122852,,,0.00,,,"2,381.00",,,"1,687.00",,,0.00,,,0.00,,,"4,569.00","8,637.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,32.00,,28.00,,0.00,,0.00,,28.00,32.00,39.00,48.00,48.00,48.00,48.00,80.00,"1,588.30",158.01,0.00,89.28,30.51,391.88,0.00,0.00,,,"2,257.98",,,,,,,0.00,18535589,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548476,ACTIVA,NORMAL,ES0031500023979001NJ,28/02/2025,31/03/2025,05/04/2025,,,,,429.85,"Font i Vidal, 1",Maó-Mahón,"Balears, Illes",MAÓ,0704 - Maó ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,12031566,,,0.00,,,0.00,,,0.00,,,665.00,,,420.00,,,550.00,"1,635.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,11.00,,9.00,,4.00,11.00,19.00,33.00,33.00,33.00,33.00,33.00,305.42,93.05,0.00,20.37,11.01,90.27,0.00,0.00,,,520.12,,,,,,,0.00,18535553,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548511,ACTIVA,NORMAL,ES0021000004982444SC,28/02/2025,31/03/2025,05/04/2025,,,,,691.42,"Francisco Silvela, 79-81",Madrid,Madrid,MADRID - FRANCISCO SILVELA,2801 - Madrid - Francisco Silvela,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49517583,,,0.00,,,205.00,,,166.00,,,0.00,,,0.00,,,33.00,404.00,,,0.00,,,6.00,,,5.00,,,0.00,,,0.00,,,0.00,11.00,,0.00,,3.86,,3.54,,0.00,,0.00,,3.07,3.86,124.00,191.00,191.00,191.00,191.00,248.00,83.41,568.54,0.00,33.33,6.14,145.20,0.00,0.00,,,836.62,,,,,,,0.00,18535582,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548522,ACTIVA,NORMAL,ES0031102697072001WN,28/02/2025,31/03/2025,05/04/2025,,,,,508.38,Avda. Doctor Rubio s/nº,Huelva,Huelva,HUELVA,2101 - Huelva ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95123348,,,0.00,,,966.00,,,451.00,,,0.00,,,0.00,,,512.00,"1,929.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,20.00,,20.00,,0.00,,0.00,,4.00,20.00,15.00,24.00,24.00,24.00,24.00,66.00,380.14,74.49,0.00,23.24,30.51,106.76,0.00,0.00,,,615.14,,,,,,,0.00,18535592,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016008909,ACTIVA,NORMAL,ES0022000008995552AD,03/03/2025,31/03/2025,08/04/2025,,,,,42.75,"Calle Rua José Fariña Ferreño 13, Bajo",Vilagarcía de Arousa,Pontevedra,VILAGARCIA DE AROUSA,3603 - Vilagarcia De Arousa ,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,141230691,,,32.64,,,34.51,,,71.33,,,0.00,,,0.00,,,0.00,138.48,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,5.75,5.75,0.00,0.00,0.00,0.00,27.77,12.19,0.00,2.04,0.75,8.98,0.00,0.00,,,51.73,,,,,,,0.00,18588472,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762155,ACTIVA,NORMAL,ES0031405290900003WK,28/02/2025,31/03/2025,07/04/2025,,,,,925.14,"Ronda de Ponent, 8",Sabadell,Barcelona,SABADELL,0810 - Sabadell ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300158969,,,0.00,,,"1,612.00",,,"1,064.00",,,0.00,,,0.00,,,962.00,"3,638.00",,,0.00,,,321.00,,,217.00,,,0.00,,,0.00,,,105.00,643.00,,0.00,,33.00,,35.00,,0.00,,0.00,,24.00,35.00,25.00,30.00,30.00,30.00,30.00,30.00,717.37,97.49,0.00,44.46,11.01,194.28,0.00,0.00,,,"1,119.42",,,,,,,54.81,18535608,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762151,ACTIVA,NORMAL,ES0031101632371039CP,28/02/2025,31/03/2025,07/04/2025,,,,,497.16,"Avda. de Andalucia, 11-B",Jaén,Jaén,JAÉN,2301 - Jaén ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13006762,,,0.00,,,809.00,,,432.00,,,0.00,,,0.00,,,386.00,"1,627.00",,,0.00,,,149.00,,,83.00,,,0.00,,,0.00,,,8.00,240.00,,0.00,,10.00,,8.00,,0.00,,0.00,,0.00,10.00,28.00,49.93,49.93,49.93,49.93,49.93,322.97,139.53,0.00,23.65,11.01,104.40,0.00,0.00,,,601.56,,,,,,,0.00,18535605,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762153,ACTIVA,NORMAL,ES0026000010191452HF,28/02/2025,31/03/2025,07/04/2025,,,,,"1,655.33","Barchell, 23",Elche/Elx,Alicante/Alacant,ELCHE,0302 - Elche ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85122587,,,0.00,,,"2,920.00",,,"2,087.00",,,0.00,,,0.00,,,"1,689.00","6,696.00",,,0.00,,,714.00,,,631.00,,,0.00,,,0.00,,,747.00,"2,092.00",,0.00,,49.00,,56.00,,0.00,,0.00,,52.00,56.00,57.00,69.00,69.00,69.00,69.00,90.00,"1,324.60",225.81,0.00,79.29,25.23,347.62,0.00,0.40,,,"2,002.95",,,,,,,0.00,18535606,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016008917,ACTIVA,NORMAL,ES0031500604178002RW,28/02/2025,31/03/2025,08/04/2025,,,,,569.01,CALLE JOSEP ZORNOZA BERNABEU 6 LOC 2 - 07800,Eivissa,"Balears, Illes",IBIZA,0705-Ibiza,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,12091073,,,0.00,,,0.00,,,0.00,,,809.00,,,521.00,,,690.00,"2,020.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,9.00,,9.00,,2.00,9.00,43.64,43.64,43.64,43.64,43.64,43.64,376.89,153.97,0.00,27.14,11.01,119.49,0.00,0.00,,,688.50,,,,,,,0.00,18535625,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016008921,ACTIVA,NORMAL,ES0031406277612001GJ,28/02/2025,31/03/2025,08/04/2025,,,,,827.35,"Jaume Casanovas, 190-192","Prat de Llobregat, El",Barcelona,PRAT DE LLOBREGAT,0815 - Prat De Llobregat ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13008198,,,0.00,,,"1,582.00",,,875.00,,,0.00,,,0.00,,,610.00,"3,067.00",,,0.00,,,470.00,,,271.00,,,0.00,,,0.00,,,0.00,741.00,,0.00,,1.00,,14.00,,0.00,,0.00,,0.00,14.00,45.00,45.00,45.00,50.00,50.00,50.00,614.75,161.88,0.00,39.71,11.01,173.74,0.00,0.00,,,"1,001.09",,,,,,,0.00,18535627,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548480,ACTIVA,NORMAL,ES0021000015737260AJ,28/02/2025,31/03/2025,05/04/2025,,,,,"2,990.99","Avenida de Francia, 9",Guadalajara,Guadalajara,GUADALAJARA,1901 - Guadalajara ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49517217,,,0.00,,,"5,610.00",,,"4,072.00",,,0.00,,,0.00,,,"3,385.00","13,067.00",,,0.00,,,324.00,,,237.00,,,0.00,,,0.00,,,543.00,"1,104.00",,0.00,,82.96,,63.74,,0.00,,0.00,,49.34,82.96,65.00,65.00,65.00,65.00,65.00,65.00,"2,580.48",229.31,0.00,145.09,8.15,628.11,0.00,0.00,,,"3,619.10",,,,,,,27.96,18535556,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015272089,ACTIVA,NORMAL,ES0031408386025002RR,28/02/2025,31/03/2025,03/04/2025,,,,,"1,718.42","Plaça Cim d'Estela, 9",Berga,Barcelona,BERGA,0813 - Berga ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85134653,,,0.00,,,"2,645.00",,,"1,544.00",,,0.00,,,0.00,,,"3,919.00","8,108.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,36.00,,32.00,,0.00,,0.00,,20.00,36.00,21.00,24.00,24.00,24.00,24.00,55.00,"1,509.41",83.24,0.00,83.58,0.00,360.87,0.00,0.00,,,"2,079.29",,,,,,,42.19,18535543,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016427382,ACTIVA,NORMAL,ES0031300248200001WH,28/02/2025,31/03/2025,09/04/2025,,,,,147.76,"G INDUSTRIAL EL AGUILA 0, CONSULTORIO,",Utebo,Zaragoza,UTEBO,5004 - Utebo,ASEPEYO,G08215824,2.0TD,ENDESA,,ESTIMADA,302782119,,,209.51,,,161.78,,,187.09,,,0.00,,,0.00,,,0.00,558.38,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,1.57,,0.00,,0.00,,0.00,,0.00,1.57,7.00,7.00,0.00,0.00,0.00,0.00,123.36,16.42,0.00,7.15,0.83,31.03,0.00,0.00,,,178.79,,,,,,,0.00,18588471,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016008916,ACTIVA,NORMAL,ES0031406104147001RR,28/02/2025,31/03/2025,08/04/2025,,,,,999.32,"Rambla Lluch, 15",Gavà,Barcelona,GAVÁ,0816 - Gavá ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300018976,,,0.00,,,"1,957.00",,,"1,343.00",,,0.00,,,0.00,,,432.00,"3,732.00",,,0.00,,,638.00,,,446.00,,,0.00,,,0.00,,,0.00,"1,084.00",,0.00,,40.00,,37.00,,0.00,,0.00,,8.00,40.00,50.00,50.00,50.00,50.00,50.00,50.00,763.85,176.39,0.00,48.07,11.01,209.86,0.00,0.00,,,"1,209.18",,,,,,,0.00,18588414,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON018037637,ACTIVA,NORMAL,ES0026000000461823YE,28/02/2025,31/03/2025,15/04/2025,,,,,"1,690.87","Severo Ochoa, 13",Avilés,Asturias,AVILÉS,3303 - Avilés ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47980601,,,0.00,,,"2,055.00",,,"1,464.00",,,0.00,,,0.00,,,"4,538.00","8,057.00",,,0.00,,,542.00,,,462.00,,,0.00,,,0.00,,,"1,776.00","2,780.00",,0.00,,20.89,,22.08,,0.00,,0.00,,19.14,22.08,33.00,33.00,33.00,33.00,33.00,33.00,"1,467.79",116.43,0.00,81.02,25.23,355.08,0.00,0.40,,,"2,045.95",,,,,,,0.00,18607315,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015386561,ACTIVA,NORMAL,ES0021000003155140DC,28/02/2025,31/03/2025,04/04/2025,,,,,99.28,"AV LANDETA 1, BA",Azpeitia,Gipuzkoa,AZPEITIA,2002 - Azpeitia,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,186325746,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,26.40,26.40,26.40,26.40,26.40,26.40,0.00,93.14,0.00,0.00,6.14,20.85,0.00,0.00,,,120.13,,,,,,,0.00,18560894,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762165,ACTIVA,NORMAL,ES0031405422205008VG,28/02/2025,31/03/2025,07/04/2025,,,,,623.94,"VIA AUGUSTA 18, NO USAR, 1-A",Barcelona,Barcelona,"VIA AUGUSTA 18, NO USAR, 1-A","0801 - Via Augusta 18, 1-A ",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300000453,,,0.00,,,"1,245.00",,,866.00,,,0.00,,,0.00,,,463.00,"2,574.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,1.00,1.00,,0.00,,14.00,,15.00,,0.00,,0.00,,16.00,16.00,14.00,21.00,21.00,21.00,21.00,40.00,518.54,64.58,0.00,29.81,11.01,131.03,0.00,0.00,,,754.97,,,,,,,0.00,18535616,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON018037634,ACTIVA,NORMAL,ES0026000000459854JP,28/02/2025,31/03/2025,15/04/2025,,,,,760.41,"Ramón y Cajal, 5",Gijón,Asturias,GIJÓN,3301 - Gijón ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,50321421,,,0.00,,,"1,555.00",,,829.00,,,0.00,,,0.00,,,542.00,"2,926.00",,,0.00,,,410.00,,,229.00,,,0.00,,,0.00,,,146.00,785.00,,0.00,,36.00,,35.59,,0.00,,0.00,,30.11,36.00,26.00,45.00,45.00,45.00,45.00,45.00,588.47,127.03,0.00,36.58,8.33,159.69,0.00,0.00,,,920.10,,,,,,,0.00,18607311,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548479,ACTIVA,NORMAL,ES0021000013063393JB,28/02/2025,31/03/2025,05/04/2025,,,,,"1,421.24","Corredera, 19",León,León,LEÓN,2401 - León ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47934829,,,0.00,,,"2,418.00",,,"1,786.00",,,0.00,,,0.00,,,"1,308.00","5,512.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,8.00,8.00,,0.00,,34.47,,31.28,,0.00,,0.00,,25.74,34.47,55.00,85.00,85.00,85.00,85.00,85.00,"1,094.57",249.79,0.00,68.73,8.15,298.46,0.00,0.00,,,"1,719.70",,,,,,,0.00,18535555,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON018037633,ACTIVA,NORMAL,ES0026000000233295YE,28/02/2025,31/03/2025,15/04/2025,,,,,"2,249.13","General Elorza, 26-28",Oviedo,Asturias,OVIEDO,3302 - Oviedo ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,46161533,,,0.00,,,"2,716.00",,,"2,068.00",,,0.00,,,0.00,,,"6,190.00","10,974.00",,,0.00,,,509.00,,,378.00,,,0.00,,,0.00,,,"1,680.00","2,567.00",,0.00,,37.25,,32.10,,0.00,,0.00,,29.14,37.25,37.70,37.70,37.70,37.70,37.70,37.70,"1,998.82",132.99,0.00,108.99,8.33,472.32,0.00,0.00,,,"2,721.45",,,,,,,0.00,18607309,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016427384,ACTIVA,NORMAL,ES0031500604178001RR,28/02/2025,31/03/2025,09/04/2025,,,,,179.73,CALLE JOSEP ZORNOZA BERNABEU 6 LOC 1 - 07800,Eivissa,"Balears, Illes",IBIZA,0705-Ibiza,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300209740,,,0.00,,,0.00,,,0.00,,,245.00,,,152.00,,,124.00,521.00,,,0.00,,,0.00,,,0.00,,,3.00,,,7.00,,,0.00,10.00,,0.00,,0.00,,0.00,,5.00,,6.00,,2.00,6.00,17.32,17.32,17.32,17.32,17.32,17.32,99.40,61.11,0.00,8.21,11.01,37.74,0.00,0.00,,,217.47,,,,,,,0.00,18568799,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
N25CON001460004,ACTIVA,NORMAL,ES0031607113036005YY,28/02/2025,31/03/2025,05/04/2025,,,,,639.89,"Avda. de la Constitución,  2 bajos, locales 1 y 2",Santiago del Teide,Santa Cruz de Tenerife,TELDE,3506 - Telde,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,13015465,,,0.00,,,"1,085.00",,,0.00,,,663.00,,,0.00,,,"1,084.00","2,832.00",,,0.00,,,342.00,,,0.00,,,235.00,,,0.00,,,477.00,"1,054.00",,0.00,,11.00,,0.00,,10.00,,0.00,,5.00,11.00,16.00,17.00,17.00,17.00,17.00,45.00,536.10,61.52,0.67,30.59,11.01,19.64,0.00,0.00,,,659.53,,,,,,,0.00,18535538,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548468,ACTIVA,NORMAL,ES0031300524993001FR,28/02/2025,31/03/2025,05/04/2025,,,,,612.38,"Paseo del Ovalo,  8-10",Teruel,Teruel,TERUEL,4401 - Teruel ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300189442,,,0.00,,,"1,103.00",,,677.00,,,0.00,,,0.00,,,533.00,"2,313.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,12.00,,13.00,,0.00,,0.00,,7.00,13.00,30.00,30.00,30.00,40.00,40.00,40.00,460.02,112.10,0.00,29.25,11.01,128.60,0.00,0.00,,,740.98,,,,,,,0.00,18535546,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
